Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK
Victor Oladipo,19,27.8,14.5,12.9,39.4,5.5,31.7,3.9,2.9,2.5,0.9,0.2
Vince Carter,60,14.6,5.0,5.1,35.2,3.4,30.2,2.1,0.8,0.6,0.4,0.4
Vincent Poirier,22,5.9,1.9,1.6,47.2,0.1,50.0,2.0,0.4,0.4,0.1,0.4
Vlatko Cancar,14,3.2,1.2,1.1,40.0,0.4,16.7,0.7,0.2,0.2,0.1,0.1
Wayne Ellington,36,15.5,5.1,4.8,35.1,4.0,35.0,1.8,1.2,0.5,0.4,0.1
Wendell Carter Jr.,43,29.2,11.3,8.0,53.4,0.7,20.7,9.4,1.2,1.7,0.8,0.8
Wenyen Gabriel,30,7.8,2.1,1.6,43.8,0.7,30.0,1.7,0.3,0.5,0.4,0.2
Wes Iwundu,52,18.3,5.8,4.5,41.6,1.6,34.1,2.5,1.2,0.5,0.5,0.3
Wesley Matthews,67,24.4,7.4,6.3,39.6,4.4,36.4,2.5,1.4,0.6,0.6,0.1
Will Barton,58,33.0,15.1,12.7,45.0,5.0,37.5,6.3,3.7,1.5,1.1,0.5
William Howard,2,6.6,0.0,2.0,0.0,2.0,0.0,1.0,0.5,0.5,0.0,0.0
Willie Cauley-Stein,54,20.3,7.2,5.6,57.9,0.0,0.0,5.8,1.3,0.7,0.9,1.1
Willy Hernangomez,31,12.1,6.1,4.5,53.2,0.7,22.7,4.3,0.9,1.0,0.3,0.2
Wilson Chandler,35,21.0,5.9,5.2,40.4,3.5,30.6,4.1,1.1,1.0,0.5,0.3
Yogi Ferrell,50,10.6,4.4,3.8,42.0,1.6,30.4,1.0,1.4,0.6,0.4,0.1
Yuta Watanabe,18,5.8,2.0,1.9,44.1,0.4,37.5,1.1,0.3,0.1,0.3,0.1
Zach Collins,11,26.4,7.0,6.2,47.1,1.7,36.8,6.3,1.5,1.3,0.5,0.5
Zach LaVine,60,34.8,25.5,20.0,45.0,8.1,38.0,4.8,4.2,3.4,1.5,0.5
Zach Norvell Jr.,5,8.2,2.0,2.4,25.0,1.6,37.5,1.2,0.6,0.6,0.4,0.0
Zhaire Smith,7,4.6,1.1,1.6,27.3,0.4,0.0,0.3,0.3,0.3,0.4,0.0
Zion Williamson,24,27.8,22.5,15.0,58.3,0.6,42.9,6.3,2.1,2.5,0.7,0.4
Zylan Cheatham,4,12.8,3.0,2.3,66.7,0.3,0.0,2.3,0.8,1.0,0.3,0.3
